Korpusglosa,Lexikonglosa,ID
MED.VARA[PP/VB?],MED(JJ),05055
MEDALJ[NN],MEDALJ(7o),03368
MEDALJ[NN],MEDALJ(8),04327
MEDALJ[NN],MEDALJ(H+ner),07871
MEDALJ[NN],MEDALJ(V),08304
MEDALJ[NN],MEDALJ(H+vä),14261
MEDDELA[VB],MEDDELA(J+Jvt),01143
MEDDELA[VB],MEDDELA(Jvt),01126
MEDDELANDE[NN],MEDDELANDE(J+Jvt),04409
MEDLEM[NN],MEDLEM(Jv+J+vä),00496
MEDLEM[NN],MEDLEM(Jv+Jvt+ner),05234
MEDLEM.PL[NN],,
MEDIA[NN],MEDIA(J+4),05059
MEDICIN[NN],MEDICIN(H),06035
MEDICIN[NN],MEDICIN(H+ipsi),08588
MELLAN[PP],MELLAN(J+J),00374
MELLAN[PP],MELLAN(J),16649
MEN[KN],MEN(GG),02173
MENA[VB],MENA(J+L),02993
MENTALITET[NN],MENTALITET(Lb),15924
MER[AB],MER(J+J),00456
MEST[JJ],,
METALL[NN],METALL(L+L),02926
METALL[NN],METALL(L+L+finger),14428
METER[NN],METER(Q),03807
METER[NN],METER(B),08104
METER[NN],METER(arm+7a),14480
METOD[NN],METOD(J+V),05066
MIDDAG[NN],MIDDAG(NN),04024
MIDSOMMAR[NN],,
MIGRÄN[NN],,
MIKROFON[NN],MIKROFON(Q),01929
MIKROFON[NN],MIKROFON(Q:),03793
MIKROFON[NN],MIKROFON(7b),04913
MIKROFON[NN],MIKROFON(G),07401
MIKROFON[NN],MIKROFON(G:),08099
MIKROFON.HÅLLA[VB],,
MILJON(G)[NN],MILJON(G),02010
MILJÖ[NN],MILJÖ(J),00261
MILJÖ@b[NN],MILJÖ@b,07639
MINDRE[AB],MINDRE(Jvt+Jvt),01151
MINDRE[AB],MINDRE(Jvt),05477
MINGLA[NN],MINGLA(JJ),08096
MINGLA[NN],MINGEL(8),16314
MINNAS[VB],MINNS(G),01916
MINNAS*INTE[VB],MINNAS(G)*INTE,04740
MINNE[NN],MINNE(G),01915
MINSKA(J)[VB],MINSKA(JJ),12523
MINSKA(Jt)[VB],,
MINSKA(Jv)[VB],MINSKA(J+Jvt),01152
MINSKA(L)[VB],MINSKA(LL),03593
MINSKA(L).SUCCESSIV[VB],,
MINSKA(Yt)[VB],,
MINST[AB?],MINST(L+L),02988
MINUT[NN],MINUT(J+L),03008
MINUT[NN],MINUT(L),04883
MINUT[NN],MINUT(G+L),07822
MISSA[VB],MISSA(7b),03591
MISSLYCKAS[VB],MISSLYCKAS(7b),03596
MISSTAG[NN],MISSTAG(V),04081
MISSTÄNKA[VB],MISSTÄNKA(L+vrids),00907
MISSTÄNKA[VB],MISSTÄNKA(L+slås),00984
MITT-PÅ(J)[AV],MITTEN(J+J),09443
MITT-PÅ(L)[AV],MITTEN(J+L),00530
MITTEN[NN],MITTEN(J+J),09443
MITTEN[NN],MITTEN(J+L),00530
MOBBA[VB],MOBBA(LL),03125
MOBILTELEFON[NN],MOBIL(L),05076
MODELL[NN],MODELL(L),02789
MODERN[JJ],MODERN(D),05110
MOGEN(Ao)[JJ],MOGEN(JJt>JJv),01256
MOGEN(Ao)[JJ],MOGEN(55>5b+upp),08687
MONTERA[VB],MONTERA(AA),01340
MOPED[NN],,
MOPED@kl[NNKL],,
MOPED.ÅKA[VB],,
MORD[NN],,
MORFAR[NN],MORFAR(G+vä),01937
MORFAR[NN],MORFAR(G+fram),07408
MORGON[NN],MORGON(JJ),00623
MORMOR[NN],MORMOR(G),01938
MORMOR[NN],MORMOR(G+fram),01942
MORMOR[NN],MORMOR(G+vä),07412
MOROT[NN],MOROT(G),01927
MOSTER[NN],MOSTER(5b),01400
MOSTER[NN],MOSTER(5b+hö),05632
MOT[PP],MOT(LL),07851
MOT[PP],MOT(GG),16274
MOT.SPELA[PP],MOT(GG),16274
MOTION[NN],MOTION(GG),02143
MOTIONERA[VB],MOTIONERA(GG),02144
MOTIVERAD[VBS],,
MOTOR[NN],MOTOR(GG+cirkel-upp),02168
MOTOR[NN],MOTOR(GG),02586
MOTOR[NN],MOTOR(GG+cirkel+fram),07490
MOTORCYKEL[NN],MOTORCYKEL(G+5),02106
MOTSVARA[VB],MOTSVARA(LL),05093
MOTSATT[VBS?],MOTSATS(LL),09064
MOTSÄTTA[VB],,
MOTVILLIG[VBS],,
MUN[NN],MUN(L+cirkel),02699
MUN[NN],MUN(L+hö),02748
MUN[NN],MUN(L),02753
MUNRÖRELSE[NN],,
MUS[NN],MUS(djur)(7b),03635
MUS[NN],MUS(dator)(7b),04443
MUSEUM[NN],MUSEUM(JJ),05096
MUSIK[NN],,
MUSKEL[NN],MUSKEL(L),02786
MUSTASCH[NN],MUSTASCH(77v),03341
MUSTASCH[NN],MUSTASCH(7v),07955
MUTA[VB],MUTA(J+A),01311
MYCKET[AB],MYCKET(L+ner),02801
MYCKET[AB],MYCKET(L+in),07738
MYSIG[VBS],MYSIG(5),02363
MÄNNISKA[NN],MÄNNISKA(L),02575
MÄNNISKA[NN],MÄNNISKA(LL),07606
MÄRKA[VB],MÄRKA(7),03267
MÄRKA[VB],MÄRKA(77v),07917
MÄRKE[NN],MÄRKE(5b+in),01536
MÄRKE[NN],MÄRKE(5b+fram),01563
MÄRKLIG[JJ],MÄRKLIG(J+L),02954
MÄSTARE[NN],MÄSTARE(J),00219
MÄTA(B)[VB],,
MÄTA(H)[VB],MÄTA(Q),03808
MÄTT[VBS],MÄTT(J),15382
MÅ[VB],MÅ(J),00173
MÅ-DÅLIGT[VB],MÅ-DÅLIG(5),05410
MÅ-DÅLIGT[VB],MÅ-DÅLIG(55),13725
MÅ-ILLA[VB],MÅ-ILLA(5),00210
MÅFÅ[?],,
MÅL[NN],MÅL(J+L),02985
MÅL[NN],MÅL(Lb),02049
MÅL[NN],MÅL(Lb^J+Lb),08009
MÅLA(J)[VB],MÅLA(J),00258
MÅLA(Q)[VB],MÅLA(Q),03819
MÅLSÄTTNING[NN],MÅLSÄTTNING(L),02577
MÅLVAKT[NN],MÅLVAKT(JJ),07725
MÅLVAKT[NN],MÅLVAKT(55),07726
MÅLVAKT[NN],MÅLVAKT(J),08695
MÅLLÖS[VBS?],BLEV-TYST(L),02707
MÅNAD(J)[NN],MÅNAD(J+J+upp),00414
MÅNAD(J)[NN],MÅNAD(J+J+ner),05212
MÅNAD(J).PL[NN],,
MÅNAD(L)[NN],MÅNAD(L),02831
MÅNAD(L).PL[NN],,
MÅNDAG[NN],MÅNDAG(M),04457
MÅNE[NN],MÅNE(J+båge),05667
MÅNE[NN],MÅNE(J+ner),00028
MÅNGA[PN],MÅNGA(55),01061
MÅSTE[VB],MÅSTE(GG),02237
MÖJLIG[JJ],MÖJLIG(J+L),03025
MÖJLIGHET[NN],MÖJLIGHET(J+L),07272
MÖNSTER[NN],MÖNSTER(5+5),00913
MÖRDA[VB],MÖRDA(J+G),02071
MÖRK[VBS],MÖRK(JJ),00515
MÖRK[VBS],MÖRK(J),05239
MÖSSA(G)[NN],MÖSSA(GG),00108
MÖSSA(J)[NN],MÖSSA(J),00003
MÖTE[NN],MÖTE(77b),03750
MÖTE[NN],MÖTE AVSLUTA(55b),15214
NACKDEL[NN],NACKE(J)^DEL,12246
NACKE[NN],,
NAKEN[JJ],,
NAMN[NN],NAMN(J+L),02890
NATT[NN],NATT(JJ),00516
NATT[NN],NATT(J),05241
NATUR[NN],NATUR(N+N),03988
NATUR[NN],NATUR(J+in+N),04915
NATUR[NN],NATUR(J+ner+N),08197
NATURLIG[JJ],NATURLIG(NN),04041
NATURLIG[JJ],NATURLIG(N^NN),04918
NATURLIG[JJ],NATURLIG(N^N),08206
NEDLÄGGA[VB],NEDLÄGGA(JJ),05285
NEGATIV[JJ],NEGATIV(J+L),02873
NEGATIV[JJ],NEGATIV(L),07757
NEHEJ(J)[INTERJ],NEJ(J),00274
NEHEJ(L)[INTERJ],NEJ(L),02846
NEJ[INTERJ],NEJ(N),03952
NER[AB],NER(L),05109
NERVER[NN],,
NERVER-PÅ-SPÄNN[VB/VBS?],,
NERVÖS[VBS],NERVÖS(55b),01654
NERVÖS(Lb)[?],NERVÖS(Lb),03514
NEUTRAL[JJ],NEUTRAL(NN),05258
NEUTRAL[JJ],NEUTRAL(JJ),10989
NIO[RG],NIO(E),11886
NITTIO[RG],NITTIO(4>4b),11914
NITTON[RG],NITTON(G+G),11897
NITTON[RG],NITTON(G),05017
NITTON[RG],NITTON(J+G),08940
NITTON[RG],NITTON(4+4),16656
NITTON[RG],NITTON(^4),16657
NITTONHUNDRA[RG],,
NIVÅ[NN],NIVÅ(J),00243
NIVÅ[NN],NIVÅ(JJv),05112
NIVÅ[NN],NIVÅ(JJ),10992
NIVÅ[NN],NIVÅ(JJv+fram),11493
NJUTA[VB],NJUTA(J),00109
NJUTA[VB],NJUTA(55),08282
NOGA[AB],NOGA(HH),04596
NOLL[RG],NOLL(O),01789
NOLL[RG],NOLL(OO),07362
NOLL[RG],NOLL(L),07872
NOLL[RG],NOLL(L+vrids),12728
NOLL-KUNSKAP[VBS],NOLLA(O),01754
NORD[NN],NORD(J),10993
NORD[NN],NORD(N),10994
NORDEN[NN],NORDEN(J+4),00881
NORDEN[NN],NORDEN(J+O>4),05397
NORDISK[JJ],,
NORMAL[JJ],NORMAL(^),05884
NORMAL[JJ],NORMAL(NN),06059
NORMAL[JJ],NORMAL(N^NN),06060
NU@b[AB],NU(vrids)@b,03965
NU@b[AB],NU(slås)@b,05114
NU@b[AB],NU(:)@b,11274
NUMMER[NN],NUMMER(55b),01737
NUMMER+ [RG],,
NY[JJ],NY(N>J+haka),08479
NY@b[JJ],NY@b,09120
NY@b[JJ],NY(N>J+haka),08479
NYFIKEN[JJ],NYFIKEN(B),02302
NYHET[NN],NYHET(N+N),08250
NYCKEL[NN],,
NYKTER[JJ],NYKTER(LL),03095
NYSS[AB],NYSS(J),00061
NYSS(L)[AB],NYSS(J+L),03031
NYSS(L)[AB],NYSS(L),07831
NYSS@b[AB],NYSS(vä)@b,12735
NYTT@b[JJ],NYTT@b,09119
NÄR[AB],NÄR(N),03954
NÄRA[AB],NÄRA(L),07867
NÄRMA-SIG[VB],,
NÄRMAST[AB],,
NÄSA[NN],NÄSA(L),02659
NÄSTA[JJ],NÄSTA(L+L),05125
NÄSTA-I-TUR[JJ],,
NÄSTA-I-TUR1[JJ],,
NÄSTAN[AB],NÄSTAN(LL),03163
NÄSTAN[AB],NÄSTAN(LL>55),00295
NÄT[NN],NÄT(5+5),00914
NÄTSURFA[VB],,
NÄTVERK[NN],NÄTVERK(5+5),12464
NÅGON[PN],NÅGON(7a),00483
NÅGRA[PN],NÅGRA(L),02828
NÖDVÄNDIG[JJ],NÖDVÄNDIG(GG),02264
NÖJD[VBS],NÖJD(8),04146
NÖJD[VBS],NÖJD(N:+hö),08239
NÖJD[VBS],NÖJD(N:+vä),10694
NÖJE[NN],NÖJE(55),00957
OBJPRO[PN],OBJ-PRO(7b),03639
OBJPRO1[PN],OBJ-PRO-1(7b),03622
OBJPRO.FL[PN],,
OBJPRO1.FL[PN],OBJ-PRO(fram)-FLERTAL-1,05147
OBJPRO1.FL[PN],OBJ-PRO(in)-FLERTAL-1,08488
OCH[KN],OCH(SS),01456
OBEHAGLIG[JJ],OBEHAGLIG(5),01362
OBETYDLIG[VBS],OBETYDLIG(HH),03891
OBETYDLIG[VBS],OBETYDLIG(H),08142
OBLIGATORISK[JJ],,
OCKSÅ[AB],OCKSÅ(VV),04263
OCKSÅ[AB],OCKSÅ(V),11085
OCKUPERA[VB],ERÖVRA(55b),01711
ODLA[VB],ODLA(AA),01284
ODLA[VB],ODLA(A),05577
OFFENTLIG[JJ],OFFENTLIG(HH),05129
OFFENTLIG[JJ],OFFENTLIG(OO>H),08480
OFTA[AB],OFTA(J+L),02966
OFTA[AB],OFTA(G+L),14077
OFÖRSKÄMD[VBS],OFÖRSKÄMD(AA),01325
OJ@b[INTERJ],OJ@b,09140
OK@b[INTERJ],OK@b,05131
OLIK[AB],OLIK(LL),15037
OLIKA[AB],OLIKA(LL),06767
OLYCKA[NN],OLYCKA(J+G),02110
OLYCKA[NN],OLYCKA(GG),02164
OLYMPIAD[NN],OLYMPIAD(HH),04600
OLYMPIAD[NN],OLYMPIAD(77o),08408
OM@b[KN],OM@b,05133
OMBUD[NN],OMBUD(J),00143
OMGIVNING[VBAV],OMGIVNING(J),12307
OMIGEN[AB],OM-IGEN(VV),03177
OMKRING[AB],,
OMRÅDE[NN],OMRÅDE(J),00262
OMRÅDE[NN],OMRÅDE(G+J),00431
OMRÅDE@kl[NNKL],,
OMVANDLA[VB],OMVANDLA(55),07284
OMVÄND(V)[VBS],,
OMÖJLIG[AB],OMÖJLIG(Lb),03497
OMÖJLIG[AB],OMÖJLIG(Lb+m),03498
ONSDAG[NN],ONSDAG(cirkel),01781
ONSDAG[NN],ONSDAG(O+upp-ner),07357
ONT[VBS],ONT(L),02569
ONÖDAN[VBS],I-ONÖDAN(55),00809
ONÖDAN[VBS],I-ONÖDAN(L^55),05361
ONÖDAN[VBS],I-ONÖDAN(5^55),10691
ONÖDIG[VBS],ONÖDIG(^JJ),05081
ONÖDIG[VBS],ONÖDIG(J+J),00079
OPERERA[VB],OPERERA(J+B),02441
ORAL[JJ],ORAL(Vb),13682
ORANGE[JJ],ORANGE(L+O>5),05139
ORD[NN],ORD(7b),03638
ORDENTLIG[JJ],ORDENTLIG(JJ),00597
ORDFÖRANDE[NN],ORDFÖRANDE(Q),03831
ORDFÖRANDE[NN],ORDFÖRANDE(Q+vär),08108
ORDINARIE[JJ],ORDINARIE(GG),15044
ORDNA[VB],ORDNA(JJ),00585
ORDNING+[RG],,
ORDNING+(da)[RG],,
ORDNING.LIST+[RG],,
ORGANISATION[NN],ORGANISATION(BB),02498
ORIENTERING[NN],ORIENTERING(J+L+ner),02936
ORIENTERING[NN],ORIENTERING(J+L+upp),07783
ORKA[VB],ORKA(GG),02213
ORKA@b[VB],,
ORKESTER[NN],,
ORM[NN],ORM(8),04121
ORM[NN],ORM(V),08232
OROLIG[VBS],OROLIG(55b),01655
ORSAK[KN],ORSAK(J+O),01816
ORUBBLIG[VBS],ORUBBLIG(J+L+studs),02886
ORUBBLIG[VBS],ORUBBLIG(J+L+vrids),11858
OSAMS[VBS],BLI-OSAMS(LL),03228
OSKYLDIG[JJ],OSKYLDIG(J+O),02612
OSÄKER(Y)[VBS],VARA-OSÄKER(55),09955
OSÄKER(Ybt)[VBS],OSÄKER(55b),02611
OTROGEN[VBS?],OTROGEN(Jvt+Jvt),01130
OTROLIG(A)[JJ/AB?],,
OTROLIG(S)[AB],OTROLIGT(5b),11966
OTROLIG(Y)[AB],OTROLIGT(5),00866
OTUR@b[NN],OTUR@b,09728
OTÅLIG[VB],,
OTÄCK[JJ],OTÄCK(Jvt),00169
OVAN@b[VBS],OVAN@b,05151
OVANLIG[JJ],,
OVERKSAM[JJ],,
O@b^VANLIG[JJ],OVANLIG(J+O),01839
O@b^VANLIG[JJ],OVANLIG(J+L),07382
OVÄNTAD[JJ],BLI-TYST(L),08283
PACKA-NER[VB],PACKA(OO+mot>5),01890
PACKA-NER[VB],PACKA(OO+fram>5),07397
PACKA-UPP[VB],PACKA-UPP(OO>5),06685
PAKET@kl[NNKL],,
PALM[NN],PALM(77a),04772
PANK[VBS?],PANK(HH),04587
PANK[VBS?],PANK(55>HH),08406
PAUS[NN],PAUS(55+ner),00701
PAUS[NN],PAUS(55+från),08121
PAPPA[NN],PAPPA(L),02557
PAPPER[NN],PAPPER(B+B+in),02445
PAPPER[NN],PAPPER(B+B+fram),16640
PAR(ea)[NN],,
PAR(ml)[NN],,
PARALLELL[JJ/VBS?],PARALLELL(LL),08040
PARALYSERAD[VB],PARALYSERAD(55),01065
PARTY[NN],PARTY(YY+vrids),04509
PARTY[NN],PARTY(YY),12114
PASSA[VB],PASSA(AA),01345
PASSA(Vb)[VB],SE(Vb)^PASSA,04365
PASSA(Vb)[VB],PASSA(G+Vb),08324
PASSIV[JJ],PASSIV(JJ),11512
PEDAGOG[NN],PEDAGOG(AA),05165
PEK>[PEK],PEK(L),00856
PEK>person[PEK],,
PEK>person/PEK[PEK],,
PEK[PEK],PEK(L),00856
PEK[PEK],PEK(B),07513
PEK[PEK],KREDIT@b^UPPLYSA,05117
PEKBOJ[BOJ],(boj),00645
PEK.DIT[PEK],,
PEK.DUAL[PEK],PEK(L),00856
PEK.DÄR[PEK],,
PEK.FL[PEK],PEK(L),00856
PEK.HÄR[PEK],,
PEK.REL[PEK],PEK(L),00856
PEK.STÅ-TEXT[PEK],,
PENDLA[VB],PENDLA(L+L),16367
PENGAR(ea)[NN],,
PENGAR(ml)[NN],,
PENNA[NN],PENNA(7o),03350
PENNA[NN],PENNA(7a),03378
PENSION[NN],PENSION(7b),03629
PENSIONÄR[NN],PENSIONÄR(7b),03630
PERF[VB],PERF(JJ),00699
PERF-NEG[VB],PERF-NEG(J),05071
PERF-NEG[VB],PERF-NEG(J>B),00064
PERFEKT[JJ],PERFEKT(H+mun),04542
PERFEKT[JJ],PERFEKT(H),07661
PERFEKT[JJ],PERFEKT(H>5),08690
PERFEKT(da)[JJ],PERFEKT(HH),04594
PERFEKT(da)[JJ],PERFEKT(HH:),10863
PERFEKT(da)[JJ],PERFEKT(HH>55),08407
PERIOD[NN],PERIOD(J+J),14590
PERIOD@kl[NNKL],,
PERSON[NN],PERSON(7b),03640
PERSON(J)[NN],PERSONLIG(JJ+in),00867
PERSON1(J)[NN],PERSON(JJ),00594
PERSON.FL[NN],,
PERSON.FL@kl[NNKL],,
PERSON.MULTI[NN],,
PERSON.PL[NN],,
PERSON@kl[NNKL],,
PERSONAL[NN],PERSONAL(7b),00566
PERSPEKTIV[NN],PERSPEKTIV(JJ+ansikte),00507
PERSPEKTIV[NN],PERSPEKTIV(JJ),04312
PF@g[G],,
PI[AB],PI(N),03955
PI[INTERJ],PI(N+slås),12685
PI[INTERJ],PI(N+vinkel),12686
PIGA[NN],PIGA(L),04097
PIGG[JJ],PIGG(7a),03319
PIGG[JJ],PIGG(77a),07938
PILOT[NN],PILOT(GG),02196
PIMPLA[VB],PIMPLA(Q),03812
PINSAM(G)[VBS],PINSAM(G),12900
PINSAM(Y)[VBS],PINSAM(5),05138
PIZZA[NN],PIZZA(J+L),02957
PIZZA[NN],PIZZA(77),03246
PIZZA[NN],PIZZA(JH),04576
PIZZA[NN],PIZZA(Vb),12149
PLACERA()[VB],,
PLACERA(A)[VB],,
PLACERA(G)[VB],,
PLACERA(G).DIT[VB],,
PLACERA(G).HIT[VB],,
PLAN[NN],PLAN(J+V),15481
PLANKA[NN],,
PLANERA[VB],PLANERA(J+V),04209
PLANET[NN],PLANET(JJvt),01208
PLANTERA[VB],,
PLAST[NN],,
PLATS[NN],PLATS(N+N),04008
PLATS.PL[NN],,
PLUGGA[VB],PLUGGA(JJ),00616
PLUGGA[VB],PLUGGA(J),05279
PLUMP[NN],,
PLUS[KN],PLUS(L+L+framr),02914
PLUS[KN],PLUS(L+L+uppr),12688
PLÅT[NN],,
PLÖTSLIG[JJ],PLÖTSLIG(J+L),02977
POJKE[NN],POJKE(Jv),05903
POJKE.PL[NN],POJKAR(Jv),03746
POKAL[NN],POKAL(BB),05180
POLIS[NN],POLIS(S>B),01403
POLIS[NN],POLIS(S>G),05635
POLITIK[NN],POLITIK(GG),02223
POPCORN[NN],POPCORN(OO),09662
POPCORN[NN],POPCORN(OO>L),08817
POPPA-UPP[VB],POPPA-UPP(OO>5~),01878
POPULÄR[JJ],POPULÄR(J^J+J),05095
POPULÄR[JJ],POPULÄR(J+J),00097
POSITIV[JJ],POSITIV(L+L+upp),02913
POSITIV[JJ],POSITIV(L+L+vä),07762
POSS[PN],POSS(J),00275
POSS1[PN],POSS-1(J),00187
POSS.EGEN[PN],POSS(J),00275
POSS.FL[PN],POSS-FLERTAL(J),15857
POSS1.FL[PN],POSS-FLERTAL(a)-1,00186
POSS1.FL[PN],POSS-FLERTAL(b)-1,05148
POST[NN],POST(G:),01925
POTATIS[NN],,
POÄNG[NN],POÄNG(H+fram),11027
POÄNG[NN],POÄNG(H+vä),14616
PRAKTIK[NN],PRAKTIK(55>5b),01000
PRAKTIK[NN],PRAKTIK(OO>5),05423
PRATA[VB],PRATA(5),00835
PRATA(Ao)[VB],PRATA(Jv),01239
PRATA-FLYTANDE[VB],,
PRATA-TELEFON[VB],,
PRATA*OM@b[VB],,
PRECIS[AB],PRECIS(HH),04595
PRECIS[INTERJ],,
PREFEKT[NN],PREFEKT(H),15299
PRENUMERERA[VB],PRENUMERERA(J+L),13728
PRENUMERERA[VB],PRENUMERERA(7b),13239
PRESENT[NN],PRESENT(J+J),08386
PRESENTERA[VB],PRESENTERA(5),08659
PRESIDENT[NN],PRESIDENT(5b),01395
PRESS[NN],PRESS(G5),01005
PRESSA[VB],PRESSA(S),16461
PRILLA.GÖRA[VB],,
PRILLA.LÄGGA[VB],,
PRINCIP[NN],PRINCIP(J+L),02909
PRINSESSA[NN],PRINSESSA(7v),02489
PRIORITERA[VB],,
PRIS(Vt)[NN],PRIS(8),04328
PRIVAT[JJ],PRIVAT(8),04148
PRO1[PN],PRO-1,02798
PRO1.DUAL[PN],PRO-DUAL-1(V),05490
PRO1.FL[PN],PRO-FLERTAL(in)-1,05491
PRO1.FL[PN],PRO-FLERTAL-1(L),04134
PRO1.FL[PN],PRO-FLERTAL(fram)-1,08535
PRO1.FL[PN],PRO-FLERTAL-3(L),15606
PRO1.QUAD[PN],,
PRO1.TRIAL[PN],,
PROBLEM[NN],PROBLEM(5),12312
PROCENT[NN],PROCENT(H+hö),01790
PROCENT[NN],PROCENT(H+fram),04563
PROCENT[NN],PROCENT(H+ner),04564
PROCENT[NN],PROCENT(O+vä-ner),04947
PROCENT[NN],PROCENT(O+hö),07368
PROCENT[NN],PROCENT(O+ner),08399
PROGRAM[NN],PROGRAM(J+Jvt),01168
PROJEKT[NN],PROJEKT(J+V),04687
PROJEKT(H)[NN],PROJEKT(J+H),04210
PROMENERA[VB],PROMENERA(J+V),04240
PROTOKOLL[NN],,
PROV[NN],PROV(G+Vb),01018
PROV[NN],PROV(^Vb),05435
PROVA[VB],PROVA(^),04351
PROVA[VB],PROVA(Vb+Vb),08319
PROVOCERA[VB],PROVOCERA(LL),03128
PRÄST[NN],PRÄST(V),07095
PSYKA[VB],PSYKE(L^5+5),14626
PSYKE[NN],PSYKE(L^5+5),14626
PU@g[G],(gest),00735
PU.TEX@g[G],(gest),00735
PU.VARSÅGOD@g[G],(gest),00735
PUB[NN],PUB(BB),09156
PUBLICERA[VB],PUBLICERA(QQ:),08132
PUBLIK[NN],PUBLIK(55),05200
PULSERA[VB],MOLAR(55>55b:),13582
PUNKT[NN],PUNKT(J+L),11032
PUNKTBOJ(J)[BOJ],(boj),00645
PUNKTBOJ(L)[BOJ],(boj),00645
PY[AB],PY(VV),04287
PÄLS[NN],PÄLS(55),00941
PÄRM[NN],,
PÄRON[NN],PÄRON(J+O+upp),01837
PÄRON[NN],PÄRON(J+O),07379
PÅ[PP],PÅ(J+J),00469
PÅ-EN-GÅNG[?],PÅ-EN-GÅNG(L),02829
PÅ-EN-GÅNG[?],PÅ-EN-GÅNG(LL),07750
PÅGÅ[VB],PÅGÅ(55),04805
PÅKALLA-UPPMÄRKSAMHET[VB],PÅKALLA-UPPMÄRKSAMHET(Jvt),01806
PÅKALLA-UPPMÄRKSAMHET@g[G],(gest),00735
PÅMINNA[VB],,
PÅSE[NN],PÅSE(BB),02532
PÅSE[NN],PÅSE(LL),03140
PÅSE[NN],PÅSE(QQ),07864
PÅSK[NN],PÅSK(A+N),07100
PÅVERKA[VB],PÅVERKA(OO),01899
PÅVERKA1[VB],PÅVERKA(OO),01899
PÅVERKA.RECIPROK[VB],PÅVERKA(OO),01899
RABATT[NN],RABATT(J+Jvt),01154
RABATT[NN],RABATT(Jvt),05478
RADIO[NN],RADIO(5b),01498
RAK[JJ/VBS?],RAK(J),12250
RAK-FRAM[AB],RAK(J),12250
RAMLA[VB],RAMLA(J+V),04225
RAMLA[VB],RAMLA-OMKULL(J+V),01783
RAPPORT[NN],RAPPORT(J+Lb),03420
RAPPORT[NN],RAPPORT(TV)(J+Lb),08760
RAPPORT[NN],RAPPORT(J+7o),04899
RAST[NN],RAST(Q),03779
REAGERA[VB],REAGERA(55),01022
RECEPT[NN],RECEPT(J+7b),03682
RECEPT[NN],RECEPT(J+N),15915
REDAN[AB],REDAN(J+J),00317
REDAN[AB],REDAN(J+J+framför),05191
REDOVISA[VB],REDOVISA(55>A+ner),00780
REDOVISA[VB],REDOVISA(JJt>A+ner+mot),05345
REDIGERA[VB],REDIGERA(GG),02256
REDIGERA[VB],REDIGERA(VV),04266
REDIGERA[VB],REDIGERA(VV:),08275
REFERERA[VB],,
REGEL[NN],,
REGELBUNDEN[JJ],REGELBUNDET(J+J),07310
REGELLISTA[NN],REGEL(J+Jvt+fram),14648
REGION[NN],REGION(5b),01542
REGISSÖR[NN],REGISSÖR(QQ+upp),03908
REGISSÖR[NN],REGISSÖR(QQ+mot),08159
REGNA[VB],REGNA(55b),01721
REKLAM[NN],REKLAM(QQ),03882
REKOMMENDERA[VB],REKOMMENDERA(J),05097
REKOMMENDERA[VB],REKOMMENDERA(J^J+J),00098
REKORD[NN],REKORD(V+V),04184
REKTOR[NN],REKTOR(G),01977
REKTOR[NN],REKTOR(B),07422
RELATION[NN/VBS],RELATION(J),00196
REN[JJ],REN(J+J),00442
REN(Y)[NN],REN(55),12326
REN(Y)[NN],REN(5),09001
REN(Vt)[NN],REN(8),16380
RENGÖRA[VB],RENGÖRA(J+J),13248
RENOVERA[VB],RENOVERA(GG),08052
RENSA[VB],RENSA(J+J),02510
REPRIS[NN],REPRIS(VV),03179
REPRIS[NN],REPRIS(VL),07876
RESA[VB],RESA(Vb),04403
RESA[VB],RESA(J+Vb),08343
RESA-RUNT[VB],,
RESERV[NN],RESERV(Vb+Vb),04405
RESERV[NN],RESERV(G+Vb),14652
RESERVERA[VB],RESERVERA(55b),07986
REST[NN],,
RESTAURANG[NN],RESTAURANG(VV),04025
RESTAURANG[NN],RESTAURANG(NN:),08205
RETA[VB],RETA(LL),03126
RIDA[VB],RIDA(JV),04298
RIK[VBS],RIK(5b),03375
RIKTIG[JJ],RIKTIG(J+J),00368
RIKTNING[NN],RIKTNING(J+J),10465
RINGA.RINGKLOCKA[VB],RINGA-PÅ(B),02390
RINGA.TELEFON[VB],RINGA(Y),04489
RISKABEL[JJ],,
RITA[VB],RITA(J+Q+slås),01692
RITA[VB],RITA(J+7o),07983
RITA[VB],RITA(J+7a),03424
RIVA[VB],RIVA(55b),01743
RIVA-PAPPER[VB],RIVA(HH),03883
RO(G)[VB],RO(GG),02250
ROCK[NN],,
RODNA[VB],RODNA(5),06085
RODNA[VB],RODNA(8),09071
ROLIG[JJ],ROLIG(B),02354
ROLIG-INTE[JJ],MOTVILLIG(4),00828
RONDELL[NN],RONDELL(L),10543
ROPA[VB],ROPA(VV),04423
ROSA[JJ],ROSA(Jvt),01098
ROSA[JJ],ROSA(O),09007
ROST@b[NN],ROST@b,09180
RULLA[VB],RULLA(LL),03118
RULLGARDIN[NN],RULLGARDIN (Q),03832
RULLGARDIN[NN],RULLGARDIN(Q),08111
RUM[NN],RUM(JJvt),08133
RUTIG[JJ],RUTIG(5+5),00893
RYGG[NN],RYGG(B),02352
RYGGSIM[NN],RYGGSIM(JJ),14685
RYGGSIM[NN],RYGGNING(J),14684
RYGGSÄCK[NN],RYGGSÄCK(BB),02477
RYMD[NN],RYMD(Jvt),10456
RYSA[VB],FÅ-GÅSHUD(O>4),01772
